scenario,architecture,nominal_reviewers,effective_reviewers,mean_reviewer_utilization,p95_reviewer_utilization,mean_p95_review_wait_minutes,p95_review_wait_minutes,mean_reviews_completed_after_day,capacity_guardrails_passed,current_nominal_reviewers,recommended_nominal_reviewers,is_recommended,capacity_status
model_migration,solo_generalist,6,6,0.22331608796296296,0.23858046874999994,0.0,0.0,3.1666666666666665,True,1,3,False,ready
model_migration,solo_generalist,7,7,0.19141378968253966,0.2044975446428571,0.0,0.0,3.1666666666666665,True,1,3,False,ready
model_migration,solo_generalist,8,8,0.1674870659722222,0.17893535156249996,0.0,0.0,3.1666666666666665,True,1,3,False,ready
model_migration,solo_generalist,9,9,0.1488773919753086,0.1590536458333333,0.0,0.0,3.1666666666666665,True,1,3,False,ready
model_migration,solo_generalist,10,10,0.13398965277777777,0.14314828124999995,0.0,0.0,3.1666666666666665,True,1,3,False,ready
model_migration,solo_generalist,11,11,0.12180877525252524,0.1301348011363636,0.0,0.0,3.1666666666666665,True,1,3,False,ready
model_migration,solo_generalist,12,12,0.11165804398148148,0.11929023437499997,0.0,0.0,3.1666666666666665,True,1,3,False,ready
model_migration,specialist_mesh,1,1,1.3398965277777777,1.4314828124999996,175.47125000000003,202.42467499999984,25.5,False,1,3,False,ready
model_migration,specialist_mesh,2,2,0.6699482638888888,0.7157414062499998,11.224258333333312,16.47188749999993,3.3333333333333335,False,1,3,False,ready
model_migration,specialist_mesh,3,3,0.4466321759259259,0.4771609374999999,2.5517666666666496,4.186549999999967,3.1666666666666665,True,1,3,True,ready
model_migration,specialist_mesh,4,4,0.3349741319444444,0.3578707031249999,0.27451666666666436,0.8450749999999879,3.1666666666666665,True,1,3,False,ready
model_migration,specialist_mesh,5,5,0.26797930555555555,0.2862965624999999,0.0,0.0,3.1666666666666665,True,1,3,False,ready
model_migration,specialist_mesh,6,6,0.22331608796296296,0.23858046874999994,0.0,0.0,3.1666666666666665,True,1,3,False,ready
model_migration,specialist_mesh,7,7,0.19141378968253966,0.2044975446428571,0.0,0.0,3.1666666666666665,True,1,3,False,ready
model_migration,specialist_mesh,8,8,0.1674870659722222,0.17893535156249996,0.0,0.0,3.1666666666666665,True,1,3,False,ready
model_migration,specialist_mesh,9,9,0.1488773919753086,0.1590536458333333,0.0,0.0,3.1666666666666665,True,1,3,False,ready
model_migration,specialist_mesh,10,10,0.13398965277777777,0.14314828124999995,0.0,0.0,3.1666666666666665,True,1,3,False,ready
model_migration,specialist_mesh,11,11,0.12180877525252524,0.1301348011363636,0.0,0.0,3.1666666666666665,True,1,3,False,ready
