seed,architecture,scenario,arrivals,safe_completions,safe_completion_rate,sla_attainment_rate,critical_bypass_rate,unsafe_proposal_rate,unsafe_proposal_interception_rate,harmful_execution_rate,normal_overblock_rate,automation_rate,review_rate,p50_cycle_minutes,p95_cycle_minutes,p95_queue_wait_minutes,agent_utilization,reviewer_utilization,direct_cost_units,cost_per_safe_completion
20260829,specialist_mesh,black_friday,426,227,0.5328638497652582,0.0539906103286385,0.4208754208754209,0.3873239436619718,0.03636363636363636,0.3732394366197183,0.05338078291814947,0.43427230046948356,0.5657276995305164,209.5145,1571.451,1554.14925,1.2104523930536115,4.590656096444379,214.62099999999998,0.9454669603524228
20260829,manager_mesh,black_friday,426,238,0.5586854460093896,0.028169014084507043,0.1414141414141414,0.2981220657276995,0.5748031496062992,0.1267605633802817,0.0711743772241993,0.21830985915492956,0.7816901408450704,365.9545,889.3425,872.4755,1.4049278741507574,2.945497615508289,285.85420000000005,1.201068067226891
20260829,tiered_hybrid,black_friday,426,248,0.5821596244131455,0.17370892018779344,0.12121212121212122,0.25586854460093894,0.6146788990825688,0.09859154929577464,0.09252669039145907,0.21830985915492956,0.7816901408450704,324.29999999999995,785.12675,770.7235000000001,0.8332675667376906,2.718920875853805,251.4132,1.0137629032258064
20260829,governed_hybrid,black_friday,426,230,0.539906103286385,0.17370892018779344,0.010101010101010102,0.22769953051643194,0.9690721649484536,0.007042253521126761,0.11387900355871886,0.21830985915492956,0.7816901408450704,324.618,785.44175,770.72625,0.8914025132542741,2.718920875853805,255.6732,1.1116226086956522
20260830,solo_generalist,black_friday,449,164,0.36525612472160357,0.024498886414253896,0.639344262295082,0.5478841870824054,0.0,0.5478841870824054,0.0196078431372549,0.44543429844098,0.5545657015590201,195.061,1679.2533999999998,1664.8925999999997,1.3858739478940194,4.8427081987702785,212.90019999999996,1.298171951219512
20260830,specialist_mesh,black_friday,449,230,0.512249443207127,0.042316258351893093,0.419672131147541,0.3897550111358575,0.06857142857142857,0.36302895322939865,0.042483660130718956,0.44543429844098,0.5545657015590201,196.377,1680.5693999999999,1664.8883999999998,1.2992568261506423,4.8427081987702785,226.37019999999995,0.984218260869565
20260830,manager_mesh,black_friday,449,242,0.5389755011135857,0.0200445434298441,0.1540983606557377,0.289532293986637,0.5615384615384615,0.12694877505567928,0.09477124183006536,0.22048997772828507,0.779510022271715,377.463,956.4524,942.0129999999999,1.521643962371626,3.1053834171253603,301.35360000000003,1.2452628099173555
20260830,tiered_hybrid,black_friday,449,257,0.5723830734966593,0.1759465478841871,0.10819672131147541,0.28507795100222716,0.7109375,0.08240534521158129,0.05228758169934641,0.22048997772828507,0.779510022271715,334.19,847.1186,834.9703999999999,0.902492281130757,2.866507769654179,265.0478,1.0313143968871594
20260830,governed_hybrid,black_friday,449,249,0.5545657015590201,0.17371937639198218,0.006557377049180328,0.22717149220489977,0.9705882352941176,0.0066815144766146995,0.1111111111111111,0.22048997772828507,0.779510022271715,334.56,847.4993999999999,835.0104,0.9654568588840656,2.866507769654179,269.5378,1.082481124497992
20260831,solo_generalist,black_friday,449,158,0.3518930957683742,0.0334075723830735,0.6295081967213115,0.5612472160356348,0.0,0.5612472160356348,0.04054054054054054,0.46325167037861914,0.5367483296213809,182.753,1557.4839999999997,1543.5689999999997,1.3846726928646882,4.587465875688581,203.09769999999997,1.2854284810126582
